"Data Source","Gender Statistics",

"Last Updated Date","2020-12-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.8376163416866","84.954261284901","87.4626041825273","93.5006029661644","95.5793279687154","90.3401071362226","86.5711430087978","88.2868171650654","90.3969236168274","86.9760249380295","84.0839170811066","85.0007203989722","89.4845416649432","91.8181017230544","95.1316006465606","90.0429212577882","97.9782976679628","95.7639462484526","83.233822335723","93.6398166242294","90.8153790478678","88.3209300653759","87.310153848823","88.5356693934428","83.7529866881343","82.4136969840651","83.7373507293554","82.7083320302481","85.2943419115099","86.3831451993937",
"Austria","AUT","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.2668546734493","93.9116057832475","96.4346059051357","111.699631757171","108.753085941794","91.4281761667174","94.4702254896447","103.114414828815","115.076644800093","81.0209447048502","93.4691268360659","85.8061099959403","84.3534857369939","97.1849439021777","89.4558693263391","99.86679439655","104.683078824577","102.71238225644","90.7389048993333","98.4858038912718","103.954745540954","97.1118356234282","107.190318222895","93.9859624783161","90.5862137763388","84.3752567001543","81.4987889708126","100.010671051301","89.2978878963539","92.4244097528727",
"Azerbaijan","AZE","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.112698010799","94.3376094827836","91.5041774008785","87.8132777519502","89.8112229206017","90.9607269978159","91.6467734503209","90.5830031675746","90.6138200960234","89.0977111977177","86.5867679787921","84.1970831853082","79.9930755076273","81.268303016202","81.3742792205352","75.5918580516808","60.1737222000767","52.5528438928766","121.113955865851","91.5475486723413","107.152462675953","133.5094120239","136.966744448495","137.944660588282","138.083421287707","137.288581373757","137.866650739894","136.066888678903","123.660924755562","120.065512934291",
"Burundi","BDI","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.5153396473206","49.6993012391457","52.4054162553362","52.0055961643079","52.1668261308551","53.7502969721343","51.9876197143835","50.5865428039257","50.6694874398156","50.2846263111184","50.1902076962609","50.5504793950279","50.4675077488827","49.9050344586177","48.9510501973751","47.3881545114506","46.0435337064955","45.5060521971535","47.7946483449648","48.2559540694673","47.9252636113527","47.8580177395093","47.6178712346668","47.0350727982814","47.0969344705974","47.3937265144573","46.0102298031875","45.1462592784514","44.3523331327776","43.6850304733389",
"Belgium","BEL","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.609775239727","135.213390756453","113.728884634939","113.852880485503","120.439000567457","141.425348652536","146.116313528507","126.335673945698","99.1357978385399","141.411647875679","116.4820703908","94.7788200392122","87.3604992403201","124.061147438873","105.318439634681","120.233776440335","122.261998144147","108.046501923623","104.727713265242","99.7414037078536","100.085350978301","92.3325011266711","90.9671634806446","93.1024472156317","84.217387400532","83.5352596320793","89.2681944922866","94.3946041493418","74.0549068788697","79.5094276850819",
"Benin","BEN","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.0030218552774","30.5802619312288","33.7807619986155","37.3176462510053","40.9424093670792","42.7141276999363","45.9926018214179","48.5695282024748","53.7172011535148","54.1565798189924","55.7420494141475","57.3739282364611","69.1901397550479","80.3541330092236","90.9448810028451","104.130265933306","115.810280628094","128.132034175597","157.171845992895","186.384660404017","114.522245409337","113.705990381871","114.182981066631","112.764667934707","112.637906133006","113.391019429493","112.627766665793","110.864360538314","112.442396153475","113.577168576867",
"Burkina Faso","BFA","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121.068813686564","116.702734786603","121.1155451077","119.89323938227","121.283664642234","120.015158288064","118.25037619252","120.723172116521","122.821577285932","123.403482260741","128.30950036401","130.081017807995","135.065397820236","136.202039030549","142.446906415416","143.215151192722","148.962405943872","160.283686312312","169.362615416","182.68662407412","191.535051145278","205.844807911102","221.98365163399","239.285718382471","237.606840938747","239.350795457231","238.906119311386","238.729463469017","239.777508925606","241.332084431491",
"Bangladesh","BGD","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8888898292847","88.002742690979","84.5068150813287","83.0684467286607","81.4241920586096","80.1398391266943","86.8181215508605","92.9735044356943","100.838816168186","108.553458993753","105.502683193683","98.8746319860338","88.6590410032385","125.643468795219","172.012582703007","207.4356392982","188.719801466974","171.157995195638","156.85954221957","129.414728151233","121.973658849116","114.669046018623","109.898685388443","121.629837690743","133.424572427327","145.04779815076","161.099320720859","161.575343021806","149.936798792056","143.196310675343",
"Bulgaria","BGR","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2079812258209","80.3502878330632","80.0786761793378","80.9498735873103","81.6699127508738","81.3138690404388","82.2823130700785","79.757542216815","85.2560579660654","82.5603835765319","83.919262037275","81.1116566262004","82.063746153175","95.3346210084354","90.4098380349998","107.707046763848","110.467856488898","83.2548174730874","77.7872089768659","86.5790612064172","90.8633333831662","88.0962837472425","84.9859386284949","99.7983852230666","104.793970425184","97.0927865622721","93.9700746314634","90.1366759388627","88.0904101333958","90.7343934441976",
"Bahrain","BHR","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","484.749984741211","554.362782886828","458.68878447771","457.248779184917","384.933416559851","397.509163395323","439.166647626294","447.135083218652","396.016717025861","443.902417749682","433.308876333965","488.195096379678","526.058344145905","539.801419709428","712.555784856788","915.159334867618","1480.47343017148","1599.52900168212","559.613625917743","488.111599560145","465.454546049383","499.508143262238","489.590821175713","535.35979266852","511.834073862636","601.923086216943","843.532166608973","841.275918743059","780.827988214223","749.83478747662",
"Bahamas, The","BHS","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.613841203653","132.273436889827","127.724398958463","127.963977670182","131.06204748571","165.582613731749","181.063104240425","217.638156213985","210.596955886701","157.281625506308","112.611597387134","125.866692291375","144.093803362608","142.222829694602","144.615297462304","126.816699814055","131.759955474087","141.448976444698","135.901559947255","126.15916278235","120.079560380518","111.443943067478","117.118938333174","132.198588449428","142.272514634873","160.890021584144","165.992951801328","130.845029740596","135.838552732965","136.495004693286",
"Bosnia and Herzegovina","BIH","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.375675868852","121.692344490005","120.653612694609","121.867032770775","120.82152804084","121.526530601162","119.186759795964","118.338798150634","116.762459971112","115.4953885407","114.723974035865","114.516096183828","113.52813890902","112.927468543015","109.933403843861","109.131255248004","113.070091493167","115.499964715774","112.754985865949","110.535543768042","106.726249482329","102.26625984161","97.4844603277406","106.595766091685","111.662071814082","111.504824729","117.342185599148","127.565801052894","125.913601991149","124.065570183301",
"Belarus","BLR","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8130307979397","57.3819783653722","75.2803057520757","79.932095271994","83.3592944992686","87.8649715007217","84.7114235459345","82.0051654465027","80.5211264486008","80.3597260716474","79.2612908626346","78.4128736522332","77.8375008248787","77.4049893721291","75.8946464423414","75.0132409149259","73.639379218188","72.8849472212126","71.0746487180743","72.2608872674833","70.8730895164788","69.958783218628","69.9108793262375","69.0858720492896","67.5455077518587","67.1090078382087","64.4064801904278","65.9388290764672","66.6406105569779","67.7730557385393",
"Belize","BLZ","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195.701366158328","182.608699102485","179.745312709935","171.410456945256","178.509196224231","163.242153029422","221.06958772245","199.489860067346","219.908757829411","241.296370652849","251.513057158618","205.227050111479","215.505857361332","220.050583463887","229.834597360759","238.495064264788","223.305640741531","230.98566960039","224.59282865712","226.066067579712","226.87802285105","228.726261402354","228.561547280051","244.313524635073","230.818553590303","235.580597137401","264.81113466885","269.682828176964","262.77596692371","263.925879728758",
"Bermuda","BMU","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.565249466704","152.887225674495","161.972126371511","160.741206218292","161.445025270372","161.576865810072","164.954554828009","167.409296979313","156.731722558036","166.011055470883","161.637749959606","164.857782854293","164.002413850108","166.749624395546","167.78508892066","169.242731092103","172.006319762077","174.033530290541","141.362365782111","147.820067727376","153.585798581497","180.071601444548","107.634325420085","229.679751666864","149.432322230315","127.610363064235","127.278737306824","104.047795392065","121.540408009115","127.383405583903",
"Brazil","BRA","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.245105304715","147.422364952773","142.213196257259","146.819295134966","149.653225473273","156.975876873818","158.060267569011","163.300752645606","155.393082279108","155.87078783532","151.385639391009","153.823445252742","159.709610258884","162.260478218268","159.807381665855","165.564137804842","166.898767060912","169.6015368409","165.681273934235","169.031091015569","161.925414336629","150.879463717424","146.973385741183","142.336541751158","141.188447047597","130.721023055234","129.296104764421","128.150431692999","128.413147580057","131.156880607209",
"Barbados","BRB","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126.241848402762","126.578916782591","116.032882782485","138.345486347857","125.538889430691","126.309871221449","131.349710074287","145.597856190155","148.91665865996","132.633260748037","124.815781543675","124.471741616557","117.458794027201","112.400181508856","129.059476419528","117.473343912547","120.726913617412","124.71524496289","98.1640851308101","95.6452513804798","124.911218664073","119.247335974573","115.459664190115","131.611159173545","100.352989375046","113.206921624966","112.304964223143","112.200742135892","111.542751420185","113.241675186482",
"Brunei Darussalam","BRN","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.410019548678","138.06311061792","134.411683375793","131.320989245694","134.748981930302","135.098572914311","129.703459964573","124.156112924845","125.226687350131","127.741696717554","128.093279396267","129.07888918414","129.561368756351","127.027340480136","124.069528485942","128.141755792844","130.914062362087","125.507372253473","118.93747009162","120.004939435444","123.34895807022","121.064142838336","115.95647716374","113.235355352168","108.429114266039","104.034262224567","99.926570895183","102.16719513554","102.777026760347","105.153124034701",
"Bhutan","BTN","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.4455138460863","75.4051860099683","77.0853844101052","78.4797849412528","81.8376470216939","80.9551343325519","79.7966232755822","79.7960326084314","101.89777483538","131.918103215722","176.603437642719","168.406854137501","151.287658117523","129.364245886486","88.1485991308144","106.923489137738","117.02355039","129.263041129619","138.827444500999","144.849635569074","170.589138317578","101.018904988363","112.473558408407","118.556821231471","150.355985948334","152.735033923083","154.070820116784","153.662588297177","150.469849392732","150.232202410949",
"Botswana","BWA","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.270489724994","149.280557156035","139.779221881885","127.176435696206","128.744004655192","126.12485901851","127.788607120044","128.428486992849","124.892802760635","118.099282141968","139.326410347641","135.670817541066","129.631618993554","132.186633650155","134.939120058868","138.055213328748","144.629373211816","151.265867641563","154.294660721227","147.117796373595","144.193510314151","144.289270002032","145.411037127782","143.35950257638","143.778006809828","145.59797150898","144.774102655485","145.259236857602","142.523611876274","141.09730659762",
"Central African Republic","CAF","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9796522528278","88.9040884709415","89.4022961105399","89.3862327543593","89.2442719955146","88.7193770969172","89.5998833810492","89.0881911385695","89.8322703882567","89.68076974189","89.9029111139236","90.1864993680638","89.8940892602985","90.106751013288","89.4953479479063","88.8468781100424","88.1410734366997","88.4036694156686","90.1860478182665","90.8531859098984","90.6360727124889","91.3056891229864","91.1187669449656","95.1612908138564","91.0597631589766","90.409636446323","90.0212638329971","89.9699549622855","89.8732085691631","89.7734793251309",
"Canada","CAN","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5797775302504","73.3694817449636","73.1860867267902","76.3572388272445","80.6698481502037","81.6268404324879","89.2147765367579","82.1398330845039","82.7960473371174","82.2649451594184","76.4953458784985","76.0793246200074","76.8533597479418","78.9589783666435","75.0442830457815","80.9842673442742","82.0246694555084","77.7675087324641","66.955238807873","72.6288825352529","77.0141430693322","79.1949239582236","80.4968041825187","79.5120349427289","74.8533312479653","76.2994054573845","74.7278535125072","76.7694513987958","82.2446522478578","81.3356143132139",
"Central Europe and the Baltics","CEB","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.165066488144","102.400859795198","110.413973276677","108.523445842757","109.372996286314","115.346878974005","113.187626927924","106.578621931499","98.4429876296295","96.031829727565","99.0587128083596","100.003749584752","106.143047825429","98.1779543923599","100.310389651182","107.60186131875","109.363692155676","113.106881020704","97.0483614708399","102.106466208","106.23632357918","107.093029430034","108.468294571285","107.130760267105","104.540364837911","104.274191503301","105.817294779967","105.857331134699","103.035371227338","103.644670637632",
"Switzerland","CHE","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.197896632659","88.8030033069806","85.1803364725576","120.69729231965","102.99758438602","78.9655768913136","49.7880842363616","161.75782131179","88.2092077626667","70.9238148681801","95.3067966081816","55.0245268719617","105.111168856011","91.500745814591","107.294013554149","94.2604297731582","107.059849991625","110.867278864524","112.649019842027","111.572059154511","105.089261488767","92.8115206869025","100.770639907331","99.2570219721505","91.0570932556676","95.9748400100897","97.8854200264811","88.6691316984175","63.8042292221519","77.9612824693105",
"Channel Islands","CHI","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.6402834747909","88.2951064700319","89.2044215074524","89.6639452262408","90.2800011334331","90.3641739390399","90.8319865386163","91.2743034769726","90.9463611047993","91.3349670052579","91.1761503458503","89.3736375339601","89.3150452330758","89.2094300141962","90.3453310533833","91.3917014376813","92.7799629561237","93.4059138896886","94.0666836039661","94.5272822651298","94.5687043097115","94.9142130148054","95.2132411179811","95.4237529550929","95.716197709716","95.8566848225242","95.8863805900659","95.8890369110216","95.1825799255202","94.4994905003535",
"Chile","CHL","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.247645854171","132.328281534366","115.695738460459","126.277999406828","122.170390232996","161.069027024889","166.422246065794","152.836204008654","144.759693555899","148.644467205182","136.499586027325","141.462624403555","154.350594021021","156.011768770811","163.323839449546","151.046546540927","149.096578203522","148.55464728052","133.084660324774","126.893682542645","135.563340759366","131.224815717105","134.324382899826","133.954205296875","129.259340679526","120.586840910037","115.278125607222","119.068299714726","116.790305713664","122.340733083895",
"China","CHN","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.1914356697872","76.5537838595942","76.9390943337465","77.3037304548755","77.657170252866","77.9670722274139","78.2602766161751","78.5140553660937","78.7430725928868","78.9384229875278","79.0583479909903","79.1379861058315","79.2128609990657","79.3064455062591","79.4390738454849","79.6043222418299","79.7779051696937","79.9668082304898","80.1820312165596","80.410091419556","80.6607206386039","80.9081182337965","81.1267829481398","81.3365433615876","81.5049907260139","81.6305519452357","81.717066186968","81.777339107195","81.5478793252855","81.5906509145318",
"Cote d'Ivoire","CIV","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.1845540858731","85.9147747066915","85.6640903982267","85.8995795586496","87.9518103931296","87.5560131614286","87.1666907969938","87.4720013265655","86.2612599654631","85.7994508281894","86.9737973284908","85.8799202257016","87.0429291801415","87.5934000626854","87.9589027427845","87.4722814173306","88.0160274254314","88.6398458100938","88.5649946245313","89.0583760421176","86.7977007214641","92.1900524167711","142.126784072558","154.074410758909","167.671308021826","181.025815565962","138.695362100005","139.207247147239","126.041673996521","118.128902865098",
"Cameroon","CMR","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.257455107677","73.1030413115258","73.261213012233","73.4310403795933","74.8361910095253","74.8232162089791","76.7106686579376","78.4741122160967","80.3716863495381","83.3524281540136","86.2071916157954","91.3463405396507","96.8002710161155","104.264764005383","106.773784262436","114.666931927082","121.554851687944","128.853207763303","136.33019735446","144.234073146764","136.714079723891","129.745562023266","123.696518599951","117.940438127298","117.136698602851","116.741762721559","116.214745939942","117.077692978239","118.96390341903","120.495029019738",
"Congo, Dem. Rep.","COD","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.0393154943368","60.9675800173456","60.3420727309285","59.1677305918642","58.7847604964533","61.2178422179899","63.3080459191657","63.7968362470559","59.7918340432569","59.6805099750369","59.0006412558687","58.7347003372878","58.6970375028862","58.3963953229576","58.0970996756684","58.2179117879163","57.9947745789069","57.9032465857245","60.3495429994174","60.9422819567171","60.4660536008637","61.0256853650967","61.2939540803804","61.5677728738098","61.256694805348","60.661552790215","60.6312272699779","60.2878411586534","60.9180645024632","61.036147948487",
"Congo, Rep.","COG","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1148550972324","97.0631209019242","96.9021080112848","98.1179022055441","98.5986521683775","97.534003466016","95.6307849428642","96.8999276582695","95.3326910312908","96.9613601749618","95.7593588456414","95.7104373743892","95.0220429467144","95.2635602810543","95.6694234016167","97.5910529398293","99.7236389582409","103.101235043966","106.056619120184","101.307347635205","96.6253090277224","94.2706770635572","94.3650950974974","97.0297002872241","96.557070188196","94.9765030033222","93.1338125133669","92.8271152566362","93.2332875499522","92.9934523801154",
"Colombia","COL","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.238719026763","172.492088807115","191.520885703692","224.185409375233","164.00834140418","149.400062490511","146.598399679985","140.605595624298","135.083495985889","142.591176504565","156.594820607674","155.671304815366","162.158303402516","162.723026353203","171.382946971786","168.393574896925","163.126443158829","166.316911941844","169.281039708587","168.151603412942","166.351626583831","171.456259951103","176.424747895837","165.752340879032","183.780301452332","170.228724723458","171.830473084455","168.677113363253","175.421563882755","173.120409342767",
"Comoros","COM","Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)","SL.UEM.1524.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.9072080724112","80.1647954528114","77.6488453955512","79.5837982286942","80.1890413041866","77.7757191478196","78.7117434792699","77.8275041975008","78.0773806850353","78.0505871690393","77.9646938651745","77.7311341639706","77.5015870147881","77.6513094370859","77.5838265250249","76.5616284408841","76.9375814491914","77.2352324023944","77.3571289434055","77.5832986420713","77.3908384722364","77.4678881685567","77.665910902171","77.2381218015771","77.3893969628628","77.5872789028438","77.133929340055","76.8703802370208","76.8935740607382","77.0493273474308",
